Date,Price,Open,High,Low,Change %,,,,
"Feb 09, 2018",7.49,7.458,7.524,7.452,0.32%,Feb,2018,09,
"Feb 08, 2018",7.466,7.506,7.522,7.466,-0.86%,Feb,2018,08,
"Feb 07, 2018",7.531,7.583,7.62,7.496,-0.49%,Feb,2018,07,
"Feb 06, 2018",7.568,7.562,7.616,7.538,-0.49%,Feb,2018,06,
"Feb 05, 2018",7.605,7.62,7.62,7.572,0.57%,Feb,2018,05,
"Feb 02, 2018",7.562,7.679,7.689,7.509,-0.57%,Feb,2018,02,
"Feb 01, 2018",7.605,7.446,7.625,7.399,2.36%,Feb,2018,01,
"Jan 31, 2018",7.43,7.423,7.439,7.402,-0.05%,Jan,2018,31,
"Jan 30, 2018",7.434,7.44,7.478,7.418,-0.09%,Jan,2018,30,
"Jan 29, 2018",7.441,7.322,7.444,7.295,1.83%,Jan,2018,29,
"Jan 25, 2018",7.307,7.312,7.341,7.299,0.43%,Jan,2018,25,
"Jan 24, 2018",7.276,7.265,7.282,7.243,-1.85%,Jan,2018,24,
"Jan 23, 2018",7.413,7.49,7.49,7.407,-0.66%,Jan,2018,23,
"Jan 22, 2018",7.462,7.498,7.509,7.453,-0.23%,Jan,2018,22,
"Jan 19, 2018",7.479,7.479,7.486,7.451,0.11%,Jan,2018,19,
"Jan 18, 2018",7.471,7.447,7.479,7.436,0.76%,Jan,2018,18,
"Jan 17, 2018",7.415,7.547,7.552,7.374,-1.81%,Jan,2018,17,
"Jan 16, 2018",7.552,7.504,7.587,7.482,1.46%,Jan,2018,16,
"Jan 15, 2018",7.443,7.471,7.471,7.438,-0.16%,Jan,2018,15,
"Jan 12, 2018",7.455,7.443,7.482,7.404,0.26%,Jan,2018,12,
"Jan 11, 2018",7.436,7.419,7.456,7.406,-0.07%,Jan,2018,11,
"Jan 10, 2018",7.441,7.411,7.454,7.411,1.00%,Jan,2018,10,
"Jan 09, 2018",7.367,7.36,7.377,7.341,0.31%,Jan,2018,09,
"Jan 08, 2018",7.344,7.285,7.348,7.279,0.77%,Jan,2018,08,
"Jan 05, 2018",7.288,7.331,7.343,7.281,-0.59%,Jan,2018,05,
"Jan 04, 2018",7.331,7.346,7.365,7.328,0.12%,Jan,2018,04,
"Jan 03, 2018",7.322,7.405,7.423,7.32,-0.84%,Jan,2018,03,
"Jan 02, 2018",7.384,7.341,7.399,7.341,0.64%,Jan,2018,02,
"Jan 01, 2018",7.337,7.349,7.363,7.315,0.15%,Jan,2018,01,
"Dec 29, 2017",7.326,7.41,7.41,7.27,-0.95%,Dec,2017,29,
"Dec 28, 2017",7.396,7.303,7.399,7.302,2.45%,Dec,2017,28,
"Dec 27, 2017",7.219,7.304,7.304,7.218,-0.77%,Dec,2017,27,
"Dec 26, 2017",7.275,7.289,7.307,7.261,0.06%,Dec,2017,26,
"Dec 22, 2017",7.271,7.21,7.293,7.206,0.79%,Dec,2017,22,
"Dec 21, 2017",7.214,7.249,7.293,7.207,-0.07%,Dec,2017,21,
"Dec 20, 2017",7.219,7.204,7.223,7.195,0.57%,Dec,2017,20,
"Dec 19, 2017",7.178,7.198,7.198,7.164,-0.04%,Dec,2017,19,
"Dec 18, 2017",7.181,7.17,7.223,7.143,0.67%,Dec,2017,18,
"Dec 16, 2017",7.133,7.133,7.133,7.133,-0.01%,Dec,2017,16,
"Dec 15, 2017",7.134,7.113,7.14,7.112,0.06%,Dec,2017,15,
"Dec 14, 2017",7.13,7.143,7.169,7.126,-0.60%,Dec,2017,14,
"Dec 13, 2017",7.173,7.246,7.255,7.173,-0.25%,Dec,2017,13,
"Dec 12, 2017",7.191,7.22,7.235,7.169,0.26%,Dec,2017,12,
"Dec 11, 2017",7.172,7.094,7.177,7.089,1.17%,Dec,2017,11,
"Dec 08, 2017",7.089,7.08,7.109,7.073,0.50%,Dec,2017,08,
"Dec 07, 2017",7.054,7.015,7.061,7.012,0.33%,Dec,2017,07,
"Dec 06, 2017",7.031,7.06,7.084,7.029,-0.40%,Dec,2017,06,
"Dec 05, 2017",7.059,7.074,7.08,7.054,-0.34%,Dec,2017,05,
"Dec 04, 2017",7.083,7.088,7.107,7.071,0.35%,Dec,2017,04,
"Nov 30, 2017",7.058,7.05,7.071,7.032,0.47%,Nov,2017,30,
"Nov 29, 2017",7.025,7.037,7.045,7.017,-0.07%,Nov,2017,29,
"Nov 28, 2017",7.03,7.074,7.079,7.028,-0.37%,Nov,2017,28,
"Nov 27, 2017",7.056,7.012,7.06,7.012,0.77%,Nov,2017,27,
"Nov 24, 2017",7.002,7.009,7.043,6.996,0.24%,Nov,2017,24,
"Nov 23, 2017",6.985,6.947,7.022,6.946,0.37%,Nov,2017,23,
"Nov 22, 2017",6.959,6.899,6.979,6.899,0.91%,Nov,2017,22,
"Nov 21, 2017",6.896,6.891,6.918,6.886,0.10%,Nov,2017,21,
"Nov 20, 2017",6.889,6.979,6.979,6.887,-2.27%,Nov,2017,20,
"Nov 17, 2017",7.049,6.953,7.059,6.953,-0.18%,Nov,2017,17,
"Nov 16, 2017",7.062,7.023,7.084,7.02,0.66%,Nov,2017,16,
"Nov 15, 2017",7.016,7.031,7.038,7.016,-0.48%,Nov,2017,15,
"Nov 14, 2017",7.05,6.988,7.066,6.982,1.12%,Nov,2017,14,
"Nov 13, 2017",6.972,6.976,6.984,6.962,0.23%,Nov,2017,13,
"Nov 10, 2017",6.956,6.935,6.97,6.923,0.36%,Nov,2017,10,
"Nov 09, 2017",6.931,6.942,6.944,6.918,-0.12%,Nov,2017,09,
"Nov 08, 2017",6.939,6.925,6.949,6.918,0.16%,Nov,2017,08,
"Nov 07, 2017",6.928,6.923,6.942,6.919,0.49%,Nov,2017,07,
"Nov 06, 2017",6.894,6.871,6.901,6.87,0.52%,Nov,2017,06,
"Nov 03, 2017",6.858,6.859,6.876,6.847,-0.03%,Nov,2017,03,
"Nov 02, 2017",6.86,6.884,6.889,6.858,-0.46%,Nov,2017,02,
"Nov 01, 2017",6.892,6.879,6.896,6.872,0.44%,Nov,2017,01,
"Oct 31, 2017",6.862,6.87,6.898,6.856,-0.29%,Oct,2017,31,
"Oct 30, 2017",6.882,6.821,6.891,6.818,1.09%,Oct,2017,30,
"Oct 29, 2017",6.808,6.808,6.808,6.808,0.01%,Oct,2017,29,
"Oct 27, 2017",6.807,6.814,6.843,6.798,0.13%,Oct,2017,27,
"Oct 26, 2017",6.798,6.805,6.808,6.798,-0.23%,Oct,2017,26,
"Oct 25, 2017",6.814,6.809,6.816,6.795,0.47%,Oct,2017,25,
"Oct 24, 2017",6.782,6.798,6.799,6.768,-0.25%,Oct,2017,24,
"Oct 23, 2017",6.799,6.791,6.806,6.786,0.55%,Oct,2017,23,
"Oct 22, 2017",6.762,6.762,6.762,6.762,0.03%,Oct,2017,22,
"Oct 18, 2017",6.76,6.764,6.773,6.758,-0.04%,Oct,2017,18,
"Oct 17, 2017",6.763,6.745,6.77,6.742,0.43%,Oct,2017,17,
"Oct 16, 2017",6.734,6.732,6.746,6.73,0.00%,Oct,2017,16,
"Oct 13, 2017",6.734,6.723,6.749,6.72,-0.28%,Oct,2017,13,
"Oct 12, 2017",6.753,6.734,6.756,6.729,0.19%,Oct,2017,12,
"Oct 11, 2017",6.74,6.76,6.76,6.73,-0.01%,Oct,2017,11,
"Oct 10, 2017",6.741,6.786,6.786,6.739,-0.58%,Oct,2017,10,
"Oct 09, 2017",6.78,6.76,6.785,6.752,0.34%,Oct,2017,09,
"Oct 06, 2017",6.757,6.729,6.764,6.729,0.42%,Oct,2017,06,
"Oct 05, 2017",6.729,6.721,6.738,6.72,0.39%,Oct,2017,05,
"Oct 04, 2017",6.703,6.638,6.707,6.625,0.83%,Oct,2017,04,
"Oct 03, 2017",6.648,6.674,6.679,6.635,-0.23%,Oct,2017,03,
"Sep 29, 2017",6.663,6.629,6.71,6.608,0.33%,Sep,2017,29,
"Sep 28, 2017",6.641,6.682,6.683,6.618,-0.38%,Sep,2017,28,
"Sep 27, 2017",6.666,6.677,6.685,6.658,-0.04%,Sep,2017,27,
"Sep 26, 2017",6.669,6.63,6.674,6.63,0.77%,Sep,2017,26,
"Sep 25, 2017",6.618,6.667,6.667,6.615,-0.68%,Sep,2017,25,
"Sep 22, 2017",6.663,6.668,6.694,6.658,-0.16%,Sep,2017,22,
"Sep 21, 2017",6.674,6.615,6.677,6.594,1.47%,Sep,2017,21,
"Sep 20, 2017",6.577,6.594,6.597,6.577,-0.21%,Sep,2017,20,
"Sep 19, 2017",6.591,6.603,6.615,6.591,-0.29%,Sep,2017,19,
"Sep 18, 2017",6.61,6.607,6.623,6.596,0.18%,Sep,2017,18,
"Sep 15, 2017",6.598,6.589,6.613,6.576,0.12%,Sep,2017,15,
"Sep 14, 2017",6.59,6.594,6.597,6.582,0.06%,Sep,2017,14,
"Sep 13, 2017",6.586,6.586,6.594,6.571,0.44%,Sep,2017,13,
"Sep 12, 2017",6.557,6.569,6.572,6.552,-0.08%,Sep,2017,12,
"Sep 11, 2017",6.562,6.545,6.565,6.545,0.29%,Sep,2017,11,
"Sep 08, 2017",6.543,6.504,6.548,6.503,0.43%,Sep,2017,08,
"Sep 07, 2017",6.515,6.512,6.526,6.509,0.12%,Sep,2017,07,
"Sep 06, 2017",6.507,6.48,6.526,6.477,0.15%,Sep,2017,06,
"Sep 05, 2017",6.497,6.496,6.512,6.491,0.02%,Sep,2017,05,
"Sep 04, 2017",6.496,6.49,6.532,6.49,0.20%,Sep,2017,04,
"Sep 01, 2017",6.483,6.492,6.499,6.478,-0.64%,Sep,2017,01,
"Aug 31, 2017",6.525,6.544,6.55,6.525,-0.17%,Aug,2017,31,
"Aug 30, 2017",6.536,6.543,6.55,6.528,0.05%,Aug,2017,30,
"Aug 29, 2017",6.533,6.576,6.576,6.533,-0.53%,Aug,2017,29,
"Aug 28, 2017",6.568,6.528,6.575,6.528,0.46%,Aug,2017,28,
"Aug 24, 2017",6.538,6.542,6.548,6.531,0.05%,Aug,2017,24,
"Aug 23, 2017",6.535,6.539,6.547,6.527,0.00%,Aug,2017,23,
"Aug 22, 2017",6.535,6.513,6.54,6.505,0.38%,Aug,2017,22,
"Aug 21, 2017",6.51,6.51,6.516,6.505,0.02%,Aug,2017,21,
"Aug 18, 2017",6.509,6.521,6.521,6.495,-0.37%,Aug,2017,18,
"Aug 16, 2017",6.533,6.534,6.545,6.525,0.20%,Aug,2017,16,
"Aug 14, 2017",6.52,6.498,6.525,6.491,0.28%,Aug,2017,14,
"Aug 11, 2017",6.502,6.505,6.514,6.483,0.12%,Aug,2017,11,
"Aug 10, 2017",6.494,6.472,6.498,6.462,0.45%,Aug,2017,10,
"Aug 09, 2017",6.465,6.46,6.47,6.452,0.12%,Aug,2017,09,
"Aug 08, 2017",6.457,6.46,6.465,6.45,0.00%,Aug,2017,08,
"Aug 07, 2017",6.457,6.453,6.465,6.442,0.25%,Aug,2017,07,
"Aug 06, 2017",6.441,6.441,6.441,6.441,0.05%,Aug,2017,06,
"Aug 04, 2017",6.438,6.423,6.443,6.419,0.14%,Aug,2017,04,
"Aug 03, 2017",6.429,6.46,6.467,6.429,-0.48%,Aug,2017,03,
"Aug 02, 2017",6.46,6.438,6.481,6.434,0.31%,Aug,2017,02,
"Aug 01, 2017",6.44,6.466,6.466,6.438,-0.39%,Aug,2017,01,
"Jul 31, 2017",6.465,6.452,6.476,6.447,0.05%,Jul,2017,31,
"Jul 28, 2017",6.462,6.443,6.467,6.433,0.34%,Jul,2017,28,
"Jul 27, 2017",6.44,6.425,6.442,6.418,-0.09%,Jul,2017,27,
"Jul 26, 2017",6.446,6.45,6.451,6.436,0.23%,Jul,2017,26,
"Jul 25, 2017",6.431,6.418,6.443,6.406,0.27%,Jul,2017,25,
"Jul 24, 2017",6.414,6.432,6.435,6.404,-0.34%,Jul,2017,24,
"Jul 21, 2017",6.436,6.449,6.452,6.431,-0.26%,Jul,2017,21,
"Jul 20, 2017",6.453,6.451,6.453,6.445,0.06%,Jul,2017,20,
"Jul 19, 2017",6.449,6.449,6.455,6.441,-0.09%,Jul,2017,19,
"Jul 18, 2017",6.455,6.454,6.462,6.446,-0.02%,Jul,2017,18,
"Jul 17, 2017",6.456,6.462,6.466,6.444,-0.11%,Jul,2017,17,
"Jul 16, 2017",6.463,6.463,6.463,6.463,0.00%,Jul,2017,16,
"Jul 14, 2017",6.463,6.463,6.463,6.463,0.12%,Jul,2017,14,
"Jul 13, 2017",6.455,6.455,6.455,6.455,-0.08%,Jul,2017,13,
"Jul 12, 2017",6.46,6.46,6.46,6.46,-0.42%,Jul,2017,12,
"Jul 11, 2017",6.487,6.487,6.487,6.487,0.26%,Jul,2017,11,
"Jul 10, 2017",6.47,6.47,6.47,6.47,-0.95%,Jul,2017,10,
"Jul 07, 2017",6.532,6.532,6.532,6.532,-0.11%,Jul,2017,07,
"Jul 06, 2017",6.539,6.539,6.539,6.539,-0.17%,Jul,2017,06,
"Jul 05, 2017",6.55,6.55,6.55,6.55,0.02%,Jul,2017,05,
"Jul 04, 2017",6.549,6.549,6.549,6.549,-0.15%,Jul,2017,04,
"Jul 03, 2017",6.559,6.559,6.559,6.559,0.74%,Jul,2017,03,
"Jul 02, 2017",6.511,6.511,6.511,6.511,0.00%,Jul,2017,02,
"Jul 01, 2017",6.511,6.511,6.511,6.511,0.00%,Jul,2017,01,
"Jun 30, 2017",6.511,6.511,6.511,6.511,0.09%,Jun,2017,30,
"Jun 29, 2017",6.505,6.505,6.505,6.505,0.08%,Jun,2017,29,
"Jun 28, 2017",6.5,6.5,6.5,6.5,0.57%,Jun,2017,28,
"Jun 27, 2017",6.463,6.463,6.463,6.463,0.05%,Jun,2017,27,
"Jun 25, 2017",6.46,6.46,6.46,6.46,0.00%,Jun,2017,25,
"Jun 23, 2017",6.46,6.46,6.46,6.46,0.11%,Jun,2017,23,
"Jun 22, 2017",6.453,6.453,6.453,6.453,0.39%,Jun,2017,22,
"Jun 21, 2017",6.428,6.428,6.428,6.428,-0.28%,Jun,2017,21,
"Jun 20, 2017",6.446,6.446,6.446,6.446,-0.32%,Jun,2017,20,
"Jun 19, 2017",6.467,6.467,6.467,6.467,-0.34%,Jun,2017,19,
"Jun 16, 2017",6.489,6.489,6.489,6.489,0.12%,Jun,2017,16,
"Jun 15, 2017",6.481,6.481,6.481,6.481,0.15%,Jun,2017,15,
"Jun 14, 2017",6.471,6.471,6.471,6.471,-0.34%,Jun,2017,14,
"Jun 13, 2017",6.493,6.493,6.493,6.493,-0.35%,Jun,2017,13,
"Jun 12, 2017",6.516,6.516,6.516,6.516,0.20%,Jun,2017,12,
"Jun 09, 2017",6.503,6.503,6.503,6.503,-0.44%,Jun,2017,09,
"Jun 08, 2017",6.532,6.532,6.532,6.532,-0.52%,Jun,2017,08,
"Jun 07, 2017",6.566,6.566,6.566,6.566,-1.10%,Jun,2017,07,
"Jun 06, 2017",6.639,6.639,6.639,6.639,-0.11%,Jun,2017,06,
"Jun 05, 2017",6.646,6.646,6.646,6.646,0.29%,Jun,2017,05,
"Jun 02, 2017",6.627,6.627,6.627,6.627,0.02%,Jun,2017,02,
"Jun 01, 2017",6.626,6.626,6.626,6.626,-0.57%,Jun,2017,01,
"May 31, 2017",6.664,6.664,6.664,6.664,0.00%,May,2017,31,
"May 30, 2017",6.664,6.664,6.664,6.664,-0.06%,May,2017,30,
"May 29, 2017",6.668,6.668,6.668,6.668,-1.80%,May,2017,29,
